"id","name","nick_name","wins","losses","draws","height","weight","reach","stance","dob","splm","str_acc","sapm","str_def","td_avg","td_avg_acc","td_def","sub_avg","kd_received_avg","td_attempts_received_avg","sub_att_received_avg","sub_def","total_fights","total_fight_time_sec","finish_rate","ctrl_avg","leg_landed_avg","body_landed_avg","kd","strikes_attempted","sub_att","career_td_acc","ko_tko_wins","sub_wins","ko_loss_rate","never_submitted","five_round_fights","five_round_wins","five_round_win_rate","five_round_decision_rate","ground_finish_rate","ground_landed_per_tko","sig_str_landed_per_sec","splm_std","badges"
"64ad3e3b0efa30bb","Ivan Erslan","","14","5","0","187.96","92.99","182.88","Orthodox","Nov 15, 1991","2.5","44","5.17","55","0.5","20","64","0.0","1.5","25.5","0.0","0.0","2","600","0.0","630.0","6.0","21.0","0.0","169.0","0.0","20.0","0","0","0.0","1","0","0","0.0","0.0","0.0","0.0","0.125","0.3",""
"5823ceab56741617","Jonathan Meunier","District","8","1","0","190.5","77.11","0.0","Switch","Aug 04, 1987","3.47","50","1.43","69","0.58","33","58","0.0","2.54","43.22","5.08","50.0","2","354","0.0","203.39","68.64","35.59","0.0","178.0","0.0","33.33","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.2542","1.49",""
"32c3ee378671a5d9","Austin Vanderford","","13","2","0","180.34","77.11","187.96","Orthodox","Mar 21, 1990","4.08","63","2.66","51","1.77","25","100","1.8","0.0","0.0","0.0","0.0","1","253","100.0","1568.77","3.56","3.56","0.0","52.0","1.0","50.0","1","0","0.0","1","0","0","0.0","0.0","100.0","36.0","0.1542","0.0","Greasy"
"7be74a12d7352df2","Sara McMann","","13","6","0","167.64","61.23","167.64","Orthodox","Sep 24, 1980","2.26","46","1.92","47","4.38","65","50","0.5","0.62","1.23","2.46","37.5","13","2926","23.08","1298.33","8.0","20.61","1.0","583.0","4.0","56.25","1","2","7.69","0","0","0","0.0","0.0","100.0","7.0","0.0885","2.76","Russian Bear"
"2eeaefbfc7f9fcff","Lina Lansberg","Elbow Queen","10","8","0","170.18","61.23","165.1","Orthodox","Mar 13, 1982","2.69","55","3.87","44","0.52","27","47","0.1","0.0","11.45","0.9","66.67","11","2987","0.0","688.48","9.04","46.4","2.0","703.0","1.0","27.78","0","0","18.18","0","0","0","0.0","0.0","0.0","0.0","0.1306","4.5",""
"7ab478c397cd68ef","Aliaskhab Khizriev","Black Wolf","14","0","0","175.26","83.91","187.96","Southpaw","Aug 24, 1990","6.01","64","4.38","61","5.64","60","100","3.8","0.0","6.98","0.0","0.0","2","129","50.0","1158.14","20.93","62.79","0.0","69.0","1.0","66.67","0","1","0.0","1","0","0","0.0","0.0","0.0","0.0","0.3333","7.95","Greasy"
"93ce4ac89e3d7652","Luke Cummo","","6","6","0","182.88","77.11","187.96","Orthodox","Apr 27, 1980","1.74","43","1.5","59","0.89","55","42","1.4","0.0","27.46","5.08","100.0","7","1770","28.57","348.81","9.66","25.42","4.0","340.0","8.0","55.56","2","0","0.0","1","0","0","0.0","0.0","50.0","0.5","0.0831","3.96","KO Creamer,Iron Chin"
"4834ff149dc9542a","Norifumi Yamamoto","Kid","18","6","0","162.56","61.23","167.64","Southpaw","Mar 15, 1977","2.09","45","2.01","57","0.41","22","45","0.0","0.88","18.42","2.63","33.33","4","1026","0.0","277.19","7.89","10.53","0.0","191.0","0.0","25.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.0692","1.7",""
"5a558ba1ff5e9121","Darrill Schoonover","The Boss","14","8","0","187.96","99.79","0.0","Orthodox","Jul 18, 1985","1.2","33","4.35","38","0.0","0","50","1.1","0.0","9.0","9.0","100.0","1","200","0.0","567.0","4.5","9.0","0.0","48.0","1.0","0.0","0","0","100.0","1","0","0","0.0","0.0","0.0","0.0","0.08","0.0",""
"8349d55cdecd393a","Antonio Silva","Bigfoot","19","12","1","193.04","119.75","208.28","Orthodox","Sep 14, 1979","2.89","45","3.09","50","0.82","29","66","0.8","3.85","7.15","0.0","0.0","11","1636","27.27","176.04","26.41","20.9","4.0","382.0","0.0","0.0","3","0","63.64","1","1","1","100.0","0.0","100.0","2.0","0.1186","14.88",""
"4a28cb716c19157a","Stephen Thompson","Wonderboy","17","9","1","182.88","77.11","190.5","Orthodox","Feb 11, 1983","4.05","46","3.0","54","0.23","35","63","0.0","0.9","11.91","0.9","66.67","22","5971","27.27","175.3","19.75","45.97","10.0","2810.0","0.0","35.71","6","0","9.09","0","5","5","100.0","40.0","83.33","3.33","0.2165","8.94","KO Creamer,Kickin’ Pot Pie,Champ Rounds"
"7ca4c3f8aa8bacae","Paulo Santos","","0","3","0","0.0","0.0","0.0","","","0.0","0","0.0","0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","1","627","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","100.0","1","0","0","0.0","0.0","0.0","0.0","0.0","0.0",""
"beecb672a279223e","Amanda Ribas","","13","7","0","162.56","52.16","167.64","Orthodox","Aug 26, 1993","4.26","39","3.29","60","2.05","52","82","0.6","0.59","10.02","0.88","66.67","13","3055","23.08","760.07","41.83","36.24","1.0","1717.0","6.0","52.38","1","2","23.08","0","0","0","0.0","0.0","100.0","3.0","0.2245","5.85","Pie-thon"
"411d012af19ecb59","Chris Spang","The Kiss","6","3","0","187.96","77.11","0.0","Orthodox","Nov 26, 1987","1.83","36","1.95","60","0.0","0","50","0.9","0.0","30.0","0.0","0.0","1","300","0.0","0.0","9.0","3.0","0.0","57.0","0.0","0.0","0","0","0.0","1","0","0","0.0","0.0","0.0","0.0","0.0167","0.0",""
"8be158ca1e5ea6a0","Dwight Grant","The Body Snatcher","11","6","0","185.42","83.91","193.04","Switch","Sep 14, 1984","3.29","36","2.66","60","0.61","100","66","0.0","2.05","11.87","0.41","100.0","8","2198","12.5","54.87","23.75","18.02","3.0","826.0","0.0","100.0","1","0","25.0","1","0","0","0.0","0.0","100.0","6.0","0.1306","2.76","Can’t Touch This,Locksmith"
"d2a9be6bf2de624c","Robert Drysdale","","7","0","0","190.5","92.99","0.0","Orthodox","Oct 05, 1981","0.0","0","0.0","0","7.32","100","0","21.9","0.0","0.0","0.0","0.0","1","123","0.0","658.54","0.0","0.0","0.0","5.0","3.0","100.0","0","0","0.0","1","0","0","0.0","0.0","0.0","0.0","0.0","0.0",""
"22a92d7f62195791","Tony Ferguson","El Cucuy","26","11","0","180.34","77.11","193.04","Orthodox","Feb 12, 1984","4.91","45","4.37","55","0.39","35","66","0.9","0.93","9.17","1.24","62.5","24","5792","45.83","74.12","42.42","40.25","3.0","2905.0","16.0","35.0","5","6","8.33","0","2","2","100.0","50.0","40.0","1.8","0.23","15.56","Bakers Dozen,Pie-thon,Kickin’ Pot Pie,Champ Rounds"
"33011768c3c4dc9a","Terry Etim","","16","5","0","185.42","70.31","185.42","Orthodox","Jan 11, 1986","2.16","35","2.53","67","0.43","30","39","1.4","1.26","13.82","0.42","0.0","11","2149","45.45","147.84","39.37","10.47","2.0","639.0","10.0","30.0","1","4","9.09","0","0","0","0.0","0.0","100.0","2.0","0.1066","30.95","Pie-thon,Can’t Touch This"
"9fa3bd637edd9aa2","Patrick Cote","The Predator","23","11","0","180.34","77.11","190.5","Orthodox","Feb 29, 1980","2.81","48","3.21","48","0.68","20","43","0.2","1.36","10.5","2.33","50.0","21","4627","19.05","476.75","31.12","21.01","6.0","1378.0","4.0","19.61","4","0","9.52","0","0","0","0.0","0.0","100.0","14.25","0.1431","10.35","Kickin’ Pot Pie"
"d6ead04919a894b1","Duda Santana","Cowboyzinha","3","1","0","170.18","65.77","185.42","Orthodox","Jan 10, 1996","6.01","39","2.72","73","6.44","60","0","0.0","0.0","0.0","15.13","0.0","1","119","0.0","1172.27","30.25","15.13","0.0","106.0","0.0","60.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.3529","0.0",""
"bf43fed8f29e1671","Marcin Held","","23","7","0","175.26","70.31","180.34","Orthodox","Jan 18, 1992","1.41","34","2.02","47","2.46","46","37","1.3","1.98","4.96","0.99","100.0","4","907","0.0","1383.24","1.98","3.97","0.0","315.0","3.0","57.14","0","0","25.0","1","0","0","0.0","0.0","0.0","0.0","0.1136","112.98",""
"99c7610aa74995d3","Cathal Pendred","The Punisher","17","4","1","185.42","77.11","190.5","Orthodox","Sep 02, 1987","2.49","44","3.01","55","2.46","23","83","0.4","1.6","3.2","1.07","100.0","6","1690","16.67","530.41","47.4","20.24","0.0","407.0","2.0","23.53","0","1","16.67","1","0","0","0.0","0.0","0.0","0.0","0.1077","3.82","Greasy"
"dcdd511ff757f15c","Oli Thompson","","17","10","0","185.42","109.77","190.5","Orthodox","Jan 02, 1980","1.66","46","5.31","46","0.0","0","50","0.5","1.84","11.04","1.84","0.0","2","489","0.0","99.39","20.25","31.29","0.0","97.0","1.0","0.0","0","0","50.0","0","0","0","0.0","0.0","0.0","0.0","0.0961","1.62",""
"a26198ba5093147e","TJ Grant","","21","5","0","177.8","70.31","182.88","Orthodox","Feb 26, 1984","3.95","54","3.21","56","1.63","43","36","0.6","0.31","11.61","1.53","100.0","11","2947","36.36","588.19","17.71","47.03","5.0","944.0","5.0","43.75","3","1","0.0","1","0","0","0.0","0.0","100.0","6.33","0.1731","8.15","Kickin’ Pot Pie,Locksmith"
"2153a7f8396a46cc","Luiz Dutra","Besouro","13","6","1","180.34","77.11","0.0","Orthodox","May 06, 1982","3.92","50","4.8","41","0.0","0","100","0.0","1.89","9.47","0.0","0.0","2","475","0.0","85.26","11.37","24.63","0.0","61.0","0.0","0.0","0","0","50.0","1","0","0","0.0","0.0","0.0","0.0","0.0653","0.42","Greasy"
"064b7dc68d786254","Cain Carrizosa","The Insane","10","3","0","172.72","70.31","0.0","Orthodox","Jul 22, 1986","2.72","42","5.8","51","0.0","0","14","0.0","0.0","16.94","2.42","0.0","2","372","0.0","142.74","2.42","19.35","1.0","104.0","0.0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.1183","4.4",""
"88cd34d836b4ebcd","Teruto Ishihara","Yashabo","10","7","2","170.18","61.23","175.26","Southpaw","Jul 23, 1991","3.26","44","3.63","53","0.5","16","30","0.0","1.27","10.97","1.27","66.67","9","2133","22.22","215.19","32.07","21.94","8.0","660.0","0.0","16.67","2","0","11.11","0","0","0","0.0","0.0","100.0","4.5","0.1383","13.47",""
"f1175ea3aafbf351","Hu Yaozong","Totoro","3","3","0","190.5","83.91","182.88","Orthodox","Apr 07, 1995","3.35","48","5.09","35","0.0","0","33","0.4","1.22","14.61","8.53","0.0","3","739","0.0","425.03","47.5","36.54","0.0","257.0","1.0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.1691","6.75",""
"fb37795db81f93f3","Bogdan Grad","The Unleashed","15","3","0","172.72","65.77","177.8","Orthodox","Sep 28, 1995","4.44","51","5.4","49","3.31","36","75","0.0","0.0","6.41","1.6","100.0","2","562","50.0","908.01","20.82","24.02","0.0","130.0","0.0","33.33","1","0","0.0","1","0","0","0.0","0.0","100.0","34.0","0.137","2.17",""
"826475cc758e60e6","Rob Wilkinson","Razor","11","2","0","190.5","83.91","203.2","Orthodox","Feb 22, 1992","2.74","50","5.66","39","4.47","25","0","0.0","8.85","0.0","2.21","100.0","2","407","0.0","849.14","44.23","19.9","0.0","92.0","0.0","25.0","0","0","100.0","1","0","0","0.0","0.0","0.0","0.0","0.113","0.75",""
"7c9c6a884be167fe","Jin Soo Son","","9","4","0","167.64","61.23","175.26","Orthodox","Apr 01, 1993","5.1","36","7.63","52","1.5","25","100","0.0","0.0","4.5","0.0","0.0","2","600","0.0","379.5","15.0","27.0","0.0","420.0","0.0","25.0","0","0","0.0","1","0","0","0.0","0.0","0.0","0.0","0.255","3.7","Greasy"
"809bd1a871491508","Terrance McKinney","T. Wrecks","17","7","0","177.8","70.31","185.42","Switch","Sep 15, 1994","5.78","56","2.58","47","3.59","40","77","2.2","2.72","8.15","0.91","0.0","11","994","63.64","713.48","0.0","21.73","3.0","327.0","5.0","42.86","4","3","27.27","0","0","0","0.0","0.0","100.0","16.0","0.1861","13.29","KO Creamer,Bakers Dozen,Russian Bear,Doughmaker"
"d549cefc7c54ab78","Reinier de Ridder","RdR","21","2","0","193.04","83.91","198.12","Southpaw","Sep 07, 1990","2.95","52","2.44","50","2.86","27","66","0.6","1.24","3.71","0.0","0.0","4","728","75.0","1346.29","11.13","61.81","2.0","264.0","2.0","27.27","1","2","0.0","1","1","1","100.0","100.0","0.0","0.0","0.1909","6.57","Champ Rounds"
"f348d05403fad037","Dan Bobish","","17","9","0","187.96","156.49","0.0","Southpaw","Jan 26, 1970","2.06","44","1.74","34","2.44","42","0","1.6","0.0","3.95","0.0","0.0","2","228","50.0","0.0","0.0","0.0","0.0","22.0","1.0","100.0","0","1","0.0","0","0","0","0.0","0.0","0.0","0.0","0.0395","2.08",""
"f7be1db194e03d7e","Pedro Falcao","Pedrinho","16","5","0","167.64","61.23","167.64","Orthodox","Jul 30, 1992","3.21","48","3.39","50","2.73","25","66","0.0","3.0","4.5","0.0","0.0","2","600","0.0","912.0","31.5","25.5","0.0","223.0","0.0","19.23","0","0","0.0","1","0","0","0.0","0.0","0.0","0.0","0.165","1.5",""
"8b69839f3555a67b","Martin Kampmann","The Hitman","20","7","0","182.88","77.11","182.88","Orthodox","Apr 17, 1982","3.22","42","3.28","62","1.86","41","78","2.0","1.54","16.69","1.8","100.0","17","3506","41.18","697.46","4.36","22.33","5.0","1166.0","21.0","41.3","2","5","23.53","1","1","1","100.0","0.0","100.0","12.0","0.1409","9.06","Pie-thon"
"74f9448b97bf8bec","Da Woon Jung","Sseda","15","6","1","193.04","92.99","198.12","Orthodox","Dec 07, 1993","3.24","40","4.23","49","1.59","47","75","0.2","0.88","12.74","0.44","0.0","9","2049","33.33","548.17","27.23","18.45","3.0","749.0","1.0","47.62","2","1","11.11","0","0","0","0.0","0.0","100.0","2.5","0.1489","11.14",""
"9f5e3c20ce40b344","Klaudia Sygula","","7","2","0","172.72","61.23","175.26","Orthodox","Dec 30, 1998","5.3","53","4.73","57","0.7","20","33","0.0","0.0","7.11","0.0","0.0","2","380","0.0","471.32","54.47","52.11","0.0","213.0","0.0","20.0","0","0","50.0","1","0","0","0.0","0.0","0.0","0.0","0.2974","5.6",""
"8e5d953bdb9ae5e7","Loopy Godinez","","14","5","0","157.48","52.16","154.94","Orthodox","Sep 06, 1993","4.28","48","3.87","61","3.12","47","81","0.9","0.0","9.72","0.66","100.0","14","4072","14.29","740.64","11.27","31.39","1.0","1770.0","11.0","41.3","0","2","0.0","1","0","0","0.0","0.0","0.0","0.0","0.2134","7.19","Russian Bear,Pie-thon,Iron Chin,Locksmith"
"f8fe2053d73d7bcf","Nick Catone","The Jersey Devil","10","4","0","182.88","83.91","182.88","Southpaw","Sep 01, 1981","2.11","44","2.32","63","3.71","44","83","0.5","0.54","12.9","6.99","15.38","8","1675","12.5","1085.91","19.34","18.81","0.0","439.0","3.0","44.23","0","1","12.5","0","0","0","0.0","0.0","0.0","0.0","0.117","3.48","Russian Bear,Can’t Touch This"
"318e629d1eb7aa49","Richie Hightower","The Dirty Samurai","8","4","0","172.72","77.11","0.0","Orthodox","Nov 26, 1974","4.62","35","6.92","21","3.46","100","100","0.0","3.46","6.92","0.0","0.0","1","260","0.0","65.77","6.92","13.85","0.0","56.0","0.0","100.0","0","0","100.0","1","0","0","0.0","0.0","0.0","0.0","0.0769","0.0","Greasy"
"bbfca6d5c27d9cd8","Edwin Figueroa","El Feroz","9","5","0","170.18","61.23","175.26","Orthodox","Jul 31, 1984","2.57","39","3.06","51","0.2","100","37","0.6","1.19","20.86","7.15","100.0","6","1510","16.67","496.49","10.73","23.25","2.0","489.0","3.0","100.0","1","0","16.67","1","0","0","0.0","0.0","100.0","18.0","0.1278","7.92","Doughmaker"
"f2477cf43c4975cc","Jonathan Martinez","Dragon","19","6","0","172.72","61.23","177.8","Southpaw","Apr 20, 1994","4.44","49","4.09","56","0.38","35","68","0.1","0.93","8.82","0.93","100.0","15","3879","26.67","390.26","46.17","45.01","9.0","1789.0","1.0","35.71","4","0","6.67","1","0","0","0.0","0.0","75.0","8.25","0.2287","17.89","Kickin’ Pot Pie,Locksmith"
"feedf3053472fe56","Charles Radtke","Chuck Buffalo","10","5","0","175.26","77.11","182.88","Orthodox","Jul 09, 1990","3.11","49","3.66","52","0.49","12","100","0.0","1.89","3.79","0.0","0.0","5","951","40.0","579.18","12.3","6.62","2.0","195.0","0.0","12.5","2","0","40.0","1","0","0","0.0","0.0","50.0","1.5","0.1009","7.01","Greasy"
"7dfb56f24fe5ddea","Bobby Nash","","8","4","0","182.88","77.11","187.96","Orthodox","Mar 26, 1990","3.42","37","3.95","51","2.37","33","100","1.6","5.01","3.34","0.0","0.0","3","539","0.0","671.24","26.72","15.03","1.0","172.0","2.0","33.33","0","0","100.0","1","0","0","0.0","0.0","0.0","0.0","0.1206","1.72","Greasy"
"afaad7d6a581e307","Bobby Hoffman","The Truth","36","10","1","187.96","111.13","0.0","Orthodox","Oct 28, 1968","2.02","70","1.32","19","1.17","50","0","1.2","0.0","2.33","1.17","100.0","3","772","0.0","810.23","2.33","22.15","1.0","81.0","1.0","83.33","0","0","33.33","1","0","0","0.0","0.0","0.0","0.0","0.0466","1.96",""
"84a067c46306a737","Sam Hoger","The Alaskan Assassin","10","4","0","187.96","92.99","0.0","Orthodox","Jun 28, 1980","1.07","25","2.25","57","1.12","38","29","1.3","0.68","16.3","3.4","100.0","5","1325","20.0","406.19","5.43","12.91","1.0","288.0","6.0","38.46","0","1","0.0","1","0","0","0.0","0.0","0.0","0.0","0.0543","1.08",""
"4665f9f909cd7214","Shinsho Anzai","Animal","10","3","0","170.18","77.11","177.8","Orthodox","Dec 01, 1985","3.23","58","3.75","45","1.83","16","75","0.0","1.17","4.69","2.34","50.0","4","768","25.0","866.02","10.55","26.95","0.0","182.0","0.0","16.0","1","0","25.0","0","0","0","0.0","0.0","100.0","1.0","0.138","10.75",""
"6c7020b859c7a3ce","Edimilson Souza","Kevin","15","5","0","182.88","65.77","187.96","Orthodox","Oct 17, 1984","4.65","44","2.91","58","0.0","0","50","0.0","0.0","11.26","3.38","33.33","4","799","50.0","146.43","1.13","39.42","2.0","348.0","0.0","0.0","2","0","0.0","0","0","0","0.0","0.0","50.0","0.5","0.194","4.58",""
"f57dd0bfa8c17813","Mark De La Rosa","Bumblebee","11","5","0","167.64","61.23","165.1","Orthodox","Aug 31, 1994","3.13","35","5.0","48","0.54","13","40","0.2","1.06","5.28","1.06","0.0","7","1703","14.29","305.46","26.42","27.48","0.0","736.0","1.0","13.64","0","1","14.29","0","0","0","0.0","0.0","0.0","0.0","0.1533","4.08",""
"c9bbf1a0285a8076","Jeff Cox","The Grinder","10","7","0","177.8","70.31","0.0","Orthodox","Aug 02, 1968","0.56","25","1.69","33","4.23","50","80","0.0","0.0","21.13","8.45","0.0","2","213","0.0","359.15","8.45","0.0","0.0","8.0","0.0","50.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.0094","0.59",""
"2db7fa8db6bc9632","Shane Nelson","Sugar","16","7","0","175.26","70.31","177.8","Southpaw","Nov 29, 1984","1.38","31","2.84","61","1.31","18","54","1.6","0.0","10.49","0.0","0.0","4","944","25.0","536.76","3.81","19.07","1.0","203.0","5.0","18.18","1","0","0.0","1","0","0","0.0","0.0","100.0","3.0","0.0667","1.81",""
"1c3f5e85b59ec710","Brian Johnston","","5","5","0","190.5","104.33","0.0","Orthodox","","0.0","0","0.0","0","0.0","0","0","0.0","0.0","4.21","1.69","0.0","6","1068","33.33","0.0","5.06","4.21","0.0","53.0","1.0","66.67","2","0","33.33","0","0","0","0.0","0.0","100.0","3.5","0.0272","4.33",""
