id,name,nick_name,wins,losses,draws,height,weight,reach,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,kd_received_avg,td_attempts_received_avg,sub_att_received_avg,sub_def,total_fights,total_fight_time_sec,finish_rate,ctrl_avg,leg_landed_avg,body_landed_avg,kd,strikes_attempted,sub_att,career_td_acc,ko_tko_wins,sub_wins,ko_loss_rate,never_submitted,five_round_fights,five_round_wins,five_round_win_rate,five_round_decision_rate,ground_finish_rate,ground_landed_per_tko,sig_str_landed_per_sec,splm_std
bc711b6dd95c1af6,Mario Bautista,,16,2,0,175.26,61.23,175.26,Switch,"Jul 01, 1993",6.13,49,4.45,55,1.67,33,67,0.8,0.64,11.9,0.64,0.0,12.0,2798.0,33.33,516.26,27.98,60.79,1.0,1451.0,6.0,33.33,1.0,3.0,8.33,0.0,0.0,0.0,0.0,0.0,100.0,9.0,0.2555,10.36
2cfba6c837c03ed0,Patchy Mix,No Love,20,2,0,180.34,61.23,177.8,Southpaw,"Aug 16, 1993",8.13,40,11.53,42,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,0.0,48.0,42.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4067,0.0
d549cefc7c54ab78,Reinier de Ridder,RdR,21,2,0,193.04,83.91,198.12,Southpaw,"Sep 07, 1990",2.95,52,2.44,50,2.86,27,66,0.6,1.24,3.71,0.0,0.0,4.0,728.0,75.0,1346.29,11.13,61.81,2.0,264.0,2.0,27.27,1.0,2.0,0.0,1.0,1.0,1.0,100.0,100.0,0.0,0.0,0.1909,6.57
ed7d329d7c29428d,Colby Thicknesse,Slickness,7,1,0,170.18,61.23,175.26,Orthodox,"Jun 23, 1999",2.53,29,2.73,48,0.0,0,50,0.0,0.0,6.0,0.0,0.0,1.0,300.0,0.0,0.0,24.0,36.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267,0.0
3329d692aea4dc28,Hamdy Abdelwahab,The Hammer,6,1,0,187.96,119.75,182.88,Southpaw,"Jan 22, 1993",3.49,49,4.49,51,1.33,66,100,0.0,0.0,5.0,0.0,0.0,3.0,900.0,0.0,455.0,29.0,18.0,1.0,320.0,0.0,66.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1744,1.2
aa72b0f831d0bfe5,Deiveson Figueiredo,Deus da Guerra,24,5,1,165.1,61.23,172.72,Orthodox,"Dec 18, 1987",2.82,54,3.64,49,1.69,35,58,1.4,0.19,11.61,0.56,33.33,19.0,4805.0,42.11,459.27,13.67,34.46,12.0,1245.0,22.0,35.06,4.0,4.0,10.53,0.0,4.0,4.0,100.0,25.0,100.0,13.25,0.1411,6.24
a44020ea2e8cd026,JooSang Yoo,Zombie Jr.,9,0,0,170.18,65.77,180.34,Orthodox,"Jan 21, 1994",12.86,75,4.29,50,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,100.0,0.0,64.29,0.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.2143,0.0
6c3b2525436cf5d4,Tom Nolan,Big Train,9,1,0,190.5,70.31,185.42,Southpaw,"Mar 08, 2000",5.82,45,4.85,46,0.41,12,66,1.6,2.02,6.05,1.01,100.0,4.0,893.0,25.0,146.14,35.27,61.48,0.0,435.0,4.0,12.5,1.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,100.0,4.0,0.2217,3.02
65adf3856c4d9256,Jafel Filho,Pastor,16,4,0,170.18,56.7,172.72,Orthodox,"May 05, 1993",1.92,41,1.63,47,2.45,42,66,2.1,0.86,12.06,2.58,33.33,4.0,1045.0,50.0,590.81,7.75,16.36,0.0,156.0,6.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0622,1.62
093e1f5bb73850be,Anthony Hernandez,Fluffy,15,2,0,182.88,83.91,190.5,Orthodox,"Oct 18, 1993",4.59,62,2.53,49,6.46,48,68,1.8,0.51,11.11,2.53,80.0,11.0,1782.0,63.64,2158.08,16.67,31.82,0.0,900.0,15.0,48.65,2.0,5.0,9.09,0.0,2.0,2.0,100.0,0.0,100.0,68.5,0.3171,20.65
545092d13c67aa49,Alexia Thainara,Burguesinha,12,1,0,162.56,52.16,170.18,Orthodox,"Nov 20, 1995",5.73,40,2.82,70,3.07,100,0,2.3,0.0,0.0,0.0,0.0,1.0,272.0,100.0,675.0,9.93,3.31,0.0,21.0,2.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404,0.0
70e1f8a821b72c8b,Jimmy Crute,,13,4,2,187.96,92.99,187.96,Orthodox,"Mar 04, 1996",4.17,52,3.68,42,4.2,52,58,1.9,1.15,4.59,0.76,0.0,11.0,2353.0,45.45,665.15,13.0,14.53,4.0,526.0,10.0,52.38,2.0,3.0,18.18,0.0,0.0,0.0,0.0,0.0,100.0,3.5,0.1118,5.67
8ebc3a8da015d70c,Cam Rowston,Battle Giraffe,12,3,0,190.5,83.91,198.12,Orthodox,"Jan 19, 1995",3.23,49,2.34,50,0.83,50,28,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
af9f42e6894047fc,Jamie Mullarkey,,17,8,0,182.88,70.31,187.96,Orthodox,"Aug 17, 1994",4.39,46,4.53,53,2.31,34,78,0.1,2.32,5.41,0.39,100.0,11.0,2328.0,18.18,468.94,49.48,39.43,2.0,979.0,1.0,34.04,2.0,0.0,36.36,1.0,0.0,0.0,0.0,0.0,100.0,4.5,0.1959,11.56
1ebe20ebbfa15e29,Zhang Weili,Magnum,26,3,0,162.56,52.16,160.02,Switch,"Aug 13, 1989",5.15,53,2.77,54,2.24,45,74,0.5,0.68,9.16,1.02,100.0,12.0,2654.0,33.33,1158.4,71.89,49.51,3.0,1665.0,6.0,45.61,2.0,2.0,8.33,1.0,6.0,6.0,100.0,66.67,100.0,18.0,0.338,11.02
9c393e836a852f30,Mauricio Ruffy,,12,1,0,180.34,70.31,190.5,Orthodox,"Jun 17, 1996",4.54,58,4.59,61,0.0,0,100,0.0,0.0,7.62,0.0,0.0,3.0,709.0,66.67,29.2,15.23,7.62,3.0,162.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,1.0,0.1354,4.83
69898645d600abdb,Rodolfo Bellato,Trator,12,2,1,190.5,92.99,190.5,Orthodox,"Feb 05, 1996",5.84,61,6.0,45,1.26,36,100,0.3,2.1,9.46,0.0,0.0,3.0,856.0,33.33,266.0,37.85,36.8,0.0,292.0,0.0,42.86,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,51.0,0.2091,7.66
32feae6d9a1e5047,Quang Le,Bang,9,2,0,167.64,61.23,177.8,Orthodox,"Oct 18, 1991",2.7,37,4.53,47,3.15,35,100,0.5,1.79,5.38,0.0,0.0,3.0,502.0,33.33,1072.11,12.55,51.99,0.0,238.0,1.0,35.0,0.0,1.0,33.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1793,18.59
866fd7b1a6c90e7f,Dusko Todorovic,Thunder,12,6,0,185.42,83.91,187.96,Orthodox,"May 19, 1994",4.79,57,4.53,47,1.5,17,42,0.2,1.7,5.96,1.28,100.0,9.0,2113.0,33.33,450.64,8.94,22.15,0.0,527.0,1.0,25.81,3.0,0.0,44.44,1.0,0.0,0.0,0.0,0.0,100.0,21.33,0.1335,8.14
b62d5280966b2460,Clayton Carpenter,,8,1,0,167.64,56.7,167.64,Orthodox,"Jun 09, 1996",3.91,55,2.75,55,2.23,46,42,1.5,0.0,10.08,0.0,0.0,3.0,625.0,66.67,774.72,25.92,24.48,0.0,134.0,4.0,42.86,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1264,5.93
1b35af4d1529adf6,Stephanie Luciano,Rondinha,6,2,1,167.64,52.16,165.1,Orthodox,"Dec 16, 1999",5.36,41,3.38,61,0.67,66,80,0.0,0.0,27.0,1.5,100.0,2.0,600.0,0.0,217.5,34.5,55.5,1.0,426.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2567,1.0
e1d40e8782d80bc2,William Gomis,Jaguar,14,3,0,182.88,65.77,185.42,Southpaw,"Jun 13, 1997",3.53,51,2.86,60,0.62,27,73,0.4,0.0,15.45,3.36,100.0,5.0,1340.0,20.0,584.33,53.73,46.34,0.0,495.0,2.0,27.27,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1903,7.18
46e2011d92463b7e,Oumar Sy,,11,1,0,193.04,92.99,210.82,Orthodox,"Nov 21, 1995",3.68,50,1.81,70,2.22,33,100,0.4,0.0,1.09,0.0,0.0,3.0,823.0,33.33,705.35,39.37,30.62,0.0,248.0,1.0,33.33,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507,7.42
873626e5547b5235,Kyle Prepolec,Killshot,18,9,0,177.8,70.31,177.8,Southpaw,"Aug 30, 1989",2.87,35,5.19,49,0.0,0,40,0.0,0.0,11.92,2.38,0.0,3.0,755.0,0.0,65.56,17.88,38.15,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,2.43
eabf206b162b3b83,Paul Craig,Bearjew,17,9,1,190.5,92.99,193.04,Orthodox,"Nov 27, 1987",2.54,45,3.0,43,1.47,19,35,1.4,0.82,3.48,1.23,0.0,20.0,4394.0,45.0,271.6,14.95,26.83,1.0,914.0,15.0,19.28,3.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,100.0,18.67,0.0944,4.05
f748267c4ab6c127,Rhys McKee,Skeletor,14,6,1,187.96,77.11,198.12,Orthodox,"Sep 10, 1995",5.16,44,7.92,46,0.0,0,41,0.0,0.0,11.02,0.65,100.0,5.0,1389.0,20.0,316.2,16.2,42.76,3.0,617.0,0.0,0.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,100.0,2.0,0.1973,8.5
a9e260472d321361,Jasmine Jasudavicius,,14,3,0,170.18,56.7,172.72,Orthodox,"Mar 01, 1989",3.71,45,3.63,51,2.61,44,75,0.6,0.0,5.4,0.34,100.0,10.0,2669.0,30.0,1317.46,13.15,38.78,1.0,1045.0,6.0,43.14,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1817,5.14
7447e9f28508106a,Mackenzie Dern,,15,5,0,162.56,52.16,160.02,Orthodox,"Mar 24, 1993",3.31,40,3.9,52,0.89,17,25,1.2,1.35,2.7,0.45,100.0,15.0,4006.0,33.33,807.66,15.73,20.0,2.0,1658.0,16.0,17.65,0.0,5.0,6.67,1.0,2.0,2.0,100.0,50.0,0.0,0.0,0.1667,6.43
29162be25ebef5f0,Luis Gurule,Grim,10,1,0,165.1,56.7,162.56,Orthodox,"Nov 16, 1993",5.34,48,3.74,58,0.68,16,50,0.0,7.89,0.0,0.0,0.0,1.0,114.0,0.0,1081.58,71.05,0.0,0.0,34.0,0.0,25.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1053,0.0
05339613bf8e9808,Rob Font,,22,8,0,172.72,61.23,180.34,Orthodox,"Jun 25, 1987",5.49,46,3.67,57,0.79,34,42,0.4,0.9,12.45,0.54,66.67,19.0,4986.0,36.84,217.87,16.61,43.14,7.0,2944.0,6.0,34.21,6.0,1.0,0.0,0.0,1.0,1.0,100.0,100.0,83.33,6.5,0.2732,12.39
7f1bf0c255ec8756,Azat Maksum,Qazaq,15,2,0,170.18,56.7,177.8,Southpaw,"Feb 02, 1995",3.24,28,5.0,52,2.33,28,85,0.3,0.0,14.0,4.0,100.0,3.0,900.0,0.0,227.0,10.0,38.0,1.0,511.0,1.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1622,2.0
c5ccd878231c5407,Ramon Taveras,The Savage,10,3,0,172.72,65.77,177.8,Southpaw,"Jan 09, 1994",4.62,44,7.41,57,0.0,0,100,0.0,0.0,7.5,0.0,0.0,2.0,600.0,0.0,9.0,10.5,19.5,1.0,303.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2183,0.7
c2299ec916bc7c56,Benoit Saint Denis,God of War,14,3,0,180.34,70.31,185.42,Southpaw,"Dec 18, 1995",5.39,55,4.61,41,4.19,39,70,1.5,0.54,9.12,3.22,100.0,9.0,1678.0,66.67,966.51,27.89,56.85,4.0,655.0,7.0,39.58,3.0,3.0,22.22,1.0,0.0,0.0,0.0,0.0,100.0,22.33,0.2181,46.44
d9a56ecb6e94f02e,Evan Elder,The Phenom,10,2,0,177.8,70.31,182.88,Switch,"Apr 11, 1997",5.66,50,4.94,57,0.48,15,40,0.5,0.86,8.62,4.31,100.0,5.0,1044.0,20.0,295.69,49.14,115.52,2.0,693.0,2.0,15.38,0.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3381,37.55
ca80d72da81d7224,Michelle Montague,The Wild One,6,0,0,,61.23,,,"Nov 25, 1993",0.0,0,0.0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
cc1a8b4b38b92c6d,Montel Jackson,Quik,15,2,0,177.8,61.23,190.5,Southpaw,"Apr 24, 1992",3.22,53,1.39,62,3.24,62,68,0.4,0.0,23.92,2.46,100.0,11.0,2558.0,36.36,912.31,9.85,22.17,11.0,632.0,3.0,60.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,4.67,0.136,3.79
faf317c665546a36,Santiago Luna,Borderboy,6,0,0,,61.23,,,"Aug 06, 2004",0.0,0,0.0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3fa97913cfd205d3,Alessandro Costa,Nono,14,4,0,162.56,56.7,170.18,Orthodox,"Jan 28, 1996",4.14,47,3.5,57,0.27,12,90,0.0,3.05,27.41,1.52,100.0,4.0,591.0,50.0,254.31,63.96,51.78,2.0,345.0,0.0,12.5,2.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,100.0,15.5,0.308,21.55
f6ad6a1e4d600e0d,Mason Jones,The Dragon,16,2,0,177.8,70.31,187.96,Orthodox,"Apr 26, 1995",5.56,41,4.46,48,4.24,52,80,0.0,0.67,10.12,0.0,0.0,5.0,1334.0,0.0,885.83,23.61,62.74,0.0,891.0,0.0,52.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2804,5.0
7dda2cf308f24a02,Virna Jandiroba,Carcara,22,3,0,160.02,52.16,162.56,Orthodox,"May 30, 1988",1.97,38,2.55,57,2.37,33,73,1.8,0.0,7.22,0.63,100.0,11.0,2868.0,36.36,1087.66,0.94,10.98,1.0,670.0,16.0,33.33,1.0,3.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.091,3.46
d747eb273a40a920,Claudio Puelles,Prince of Peru,13,4,0,177.8,70.31,182.88,Southpaw,"Apr 21, 1996",1.56,49,2.78,46,3.17,36,60,1.2,1.51,5.03,1.01,100.0,8.0,1790.0,37.5,1186.09,4.53,22.63,0.0,282.0,7.0,36.54,0.0,3.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0782,5.18
3bc3f60b21cddc6a,Azamat Bekoev,Iron,20,3,0,182.88,83.91,182.88,Orthodox,"Dec 30, 1995",7.59,61,4.48,46,2.59,33,100,0.0,0.0,10.34,0.0,0.0,2.0,348.0,100.0,512.07,5.17,12.93,2.0,72.0,0.0,33.33,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,9.5,0.1264,0.78
39d309957c5c210d,Mario Pinto,,10,0,0,195.58,120.2,200.66,Orthodox,"Mar 14, 1998",3.67,71,5.29,51,0.0,0,100,0.0,23.08,23.08,0.0,0.0,1.0,39.0,100.0,415.38,69.23,46.15,1.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0
749f572d1d3161fb,Khalil Rountree Jr.,,15,6,0,185.42,92.99,193.04,Southpaw,"Feb 26, 1990",3.79,40,4.24,49,0.0,0,58,0.1,0.53,8.93,0.26,0.0,17.0,3426.0,41.18,49.65,34.94,39.4,14.0,1515.0,1.0,0.0,7.0,0.0,17.65,0.0,1.0,1.0,100.0,100.0,85.71,2.43,0.1792,17.51
64ad3e3b0efa30bb,Ivan Erslan,,14,5,0,187.96,92.99,182.88,Orthodox,"Nov 15, 1991",2.5,44,5.17,55,0.5,20,64,0.0,1.5,25.5,0.0,0.0,2.0,600.0,0.0,630.0,6.0,21.0,0.0,169.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.3
fba03cd6cc28dc41,Josh Emmett,CC0,19,5,0,167.64,65.77,177.8,Orthodox,"Mar 04, 1985",3.75,35,4.46,60,1.09,37,46,0.1,0.45,3.41,0.23,0.0,15.0,3963.0,26.67,225.97,26.12,37.02,12.0,2155.0,1.0,37.5,4.0,0.0,6.67,0.0,1.0,1.0,100.0,100.0,25.0,3.75,0.1948,6.78
113df4fde64735c6,Davey Grant,Dangerous,17,7,0,172.72,61.23,175.26,Orthodox,"Dec 18, 1985",5.18,44,3.74,55,1.04,40,63,0.2,0.86,11.76,2.29,50.0,14.0,3138.0,28.57,393.21,63.38,86.33,4.0,2004.0,2.0,40.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,0.2843,22.74
7c7332319c14094c,Marlon Vera,Chito,23,10,1,172.72,61.23,177.8,Switch,"Dec 02, 1992",4.27,49,5.37,50,0.51,39,72,0.8,0.15,13.38,0.0,0.0,24.0,5921.0,45.83,278.16,52.14,44.69,12.0,2813.0,18.0,39.29,7.0,4.0,0.0,1.0,2.0,2.0,100.0,50.0,100.0,7.14,0.2334,8.34
60193e707634e560,Montse Rendon,Monster,6,1,0,172.72,61.23,172.72,Orthodox,"Mar 16, 1989",3.13,28,3.9,54,3.0,54,100,0.0,0.0,4.5,1.5,100.0,2.0,600.0,0.0,922.5,22.5,22.5,0.0,329.0,0.0,54.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1567,4.4
6d1bffff14897645,Santiago Ponzinibbio,Argentine Dagger,31,9,0,182.88,77.11,185.42,Orthodox,"Sep 26, 1986",4.78,41,4.68,61,0.6,27,71,0.0,1.37,7.43,0.0,0.0,20.0,4600.0,35.0,136.17,35.61,26.61,11.0,2605.0,0.0,27.27,7.0,0.0,20.0,1.0,2.0,2.0,100.0,0.0,100.0,2.43,0.2354,9.57
294aa73dbf37d281,Bruno Silva,Bulldog,14,7,2,162.56,56.7,165.1,Orthodox,"Mar 16, 1990",3.83,49,4.81,50,1.79,23,60,0.2,2.75,8.26,2.75,100.0,9.0,1635.0,44.44,533.39,42.39,44.04,6.0,713.0,1.0,23.91,3.0,1.0,22.22,1.0,0.0,0.0,0.0,0.0,100.0,9.67,0.2159,6.89
787bb1f087ccff8a,Ciryl Gane,Bon Gamin,13,2,0,193.04,111.13,205.74,Orthodox,"Apr 12, 1990",5.26,61,2.23,61,0.7,25,43,0.6,0.29,4.72,0.59,50.0,12.0,3054.0,50.0,284.38,76.62,73.08,3.0,1467.0,7.0,25.0,4.0,2.0,0.0,0.0,5.0,5.0,100.0,40.0,75.0,4.75,0.2944,8.63
9a97acbfd5a08bfa,David Martinez,Black Spartan,12,1,0,165.1,61.23,170.18,Orthodox,"Aug 03, 1998",5.4,52,2.7,67,0.0,0,100,0.0,0.0,0.0,0.0,0.0,1.0,278.0,100.0,135.97,16.19,3.24,1.0,41.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,8.0,0.0971,0.0
6902fcf0610dd303,Jakub Wiklacz,Masa,16,3,2,,61.23,,,"Sep 10, 1996",0.0,0,0.0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
f166e93d04a8c274,Diego Lopes,,26,7,0,180.34,65.77,182.88,Orthodox,"Dec 30, 1994",3.7,47,4.76,46,0.35,40,67,1.9,0.0,14.62,0.0,0.0,7.0,1477.0,42.86,300.41,24.98,21.94,4.0,623.0,8.0,40.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,12.0,0.1991,6.44
dd6103dd7127db1d,Mike Malott,Proper,12,2,1,185.42,77.11,185.42,Orthodox,"Nov 07, 1991",4.09,47,2.96,54,2.08,56,16,0.7,0.0,2.34,0.0,0.0,6.0,1153.0,66.67,432.44,42.15,36.69,3.0,360.0,2.0,70.0,2.0,2.0,16.67,1.0,0.0,0.0,0.0,0.0,100.0,6.0,0.17,27.74
34ff304266360297,Manon Fiorot,The Beast,12,2,0,170.18,56.7,165.1,Orthodox,"Feb 17, 1990",5.58,41,3.59,66,1.06,29,87,0.0,0.4,9.69,0.4,100.0,8.0,2228.0,25.0,422.13,35.55,67.46,1.0,1700.0,0.0,29.03,2.0,0.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,3.5,0.3187,7.41
